Id	CharacterId	StanceName	HeatEngage	HeatSmash	PowerCrush	Throw	Homing	Tornado	HeatBurst	RequiresHeat	Command	HitLevel	Damage	StartUpFrame	BlockFrame	HitFrame	CounterHitFrame	Notes
03088563-8D57-4F91-92CB-3249A55EF803	jin		0	0	0	0	0	0	0	0	f+3+4							"* steps forward
* can transition to breaking step with input df"
03817AA8-C4E3-47EB-81F6-60315E059054	jin		0	0	0	0	0	0	0	0	cd df:2	h	25	i11~i12	+5~+6	+76a~+77a (+60~+61)		
05737350-F4A9-423F-8D9D-2AC2F3A3B458	jin		0	0	0	0	0	0	0	0	ws2	m	14	i14~15	-12~-11	+39a~+40a (+29~+30a)		
05D919D5-1AC8-4BE3-878D-37563DCE214D	jin		0	0	0	0	0	0	0	0	cd df+2	h	20	i11~12	-10~-9	+74a~75a (+58~+59)		
068E6B3B-82CF-4C47-9F62-9A9F9A5E38E2	jin		0	1	0	0	0	0	0	1	h 2+3,4	m,h,m	12,20,21	i15~16	+9	+32a (-4)	+32a (-4)	"* heat smash
* +21 if blocked at the wall
* causes wallsplat on hit"
07375703-97E1-4794-BDA1-DD2A2F54EB01	jin		0	0	0	0	0	0	0	0	df+1,4	m,h	10,18	i18	-9	+10	+17a (+8)	"combo from 1st hit

* balcony break"
0A9A7CED-CAB8-4C86-B65E-69BCA2FDDFEE	jin		0	0	0	0	0	0	0	0	b+3	m	17	i16	-6	+5		
0AC196CC-9638-4E15-A5CF-5105874C24C4	jin		0	0	0	0	0	0	0	0	uf+2	m	18	i15~i16	-7~-6	+6~+7	+19a (+10)	
0E2A7EF8-4908-48C8-90EF-D40A6D9207F3	jin		0	0	0	0	0	0	0	0	df+3~3~df	m	20		+2c~+3c	+9c~+10c		
0F5E5595-27EB-41C3-814F-EBE49E7773E3	jin		0	0	0	0	0	1	0	1	h db+1+2,1	m,m	0,25	i20~22	-13	+72a (56)	+72a (56)	"* tornado
* uses tornado on launch
* 10 recoverable damage on block"
1044E2AC-340C-49FB-9137-EC66D21CADAC	jin		0	0	0	0	0	0	0	0	df+1	m	10	i13	-3	+4	+6	
122549ED-F8B9-457D-9591-E5A1A7CC33EF	jin		0	0	0	0	0	0	0	0	f+1+2	h,h	14,24	i14	-6	+21a (+11)		"* balcony break
* jails"
12E8899D-0CE7-4192-AFB1-604B7096C827	jin		0	0	0	0	0	0	0	0	3,1	h,h	19,7	i20	-1	+7		combo from 1st hit
1545CE2A-8587-4D9D-B2EC-A17A1ED86147	jin		0	0	0	0	0	1	0	0	1,2,1	h,h,m	5,12,20	i20-22	-16	+31a (+21)		* tornado
18B1EEAA-19E4-4DEB-B338-F9DB40CA4A4B	jin		0	0	0	0	0	0	0	0	b+4	m	21	i17	-7	+15a		
1A2D1E9D-428D-4B3A-914C-4037F6236CE3	jin		0	0	0	0	0	0	0	0	zen 1+2	l th,m	10, 20	i24	-14	+4		
1D0E1A5A-8E1C-4378-9390-76A6BA3F5732	jin		1	0	0	0	0	0	0	0	f,f+2	m	22	i14	-8	+15a (+6)/he		"* heat engager

* 6 recoverable damage on block"
20C89AE7-908B-4792-8483-91E02B88A618	jin		0	0	0	0	0	0	0	0	f,f+3,1	m,h	20,5	i23~i25	+1	+7		* can follow-up with any strings that start with 1 (e.g. f,f+3, 1, 2, 4)
210DEABB-C9D0-411B-9469-32E059D57CA0	jin		0	0	0	0	0	0	0	0	2+4	h	5,9,21 (35)	i12~i14	-3	+0		throw break: 1 or 2
213B9C6F-ABB2-451F-B400-786872E9F39F	jin		0	0	0	0	0	0	0	1	h db+1+2,df+3	m,l	0,24	i33~34	-23	-2d	-2d	*10 recoverable damage on block
216567D6-96BC-467A-9BBC-4DB429C2A815	jin		0	0	0	0	0	0	0	0	uf+3	m	17	i22	-9	+6	+59a	
2F97BE00-E22A-45F2-9B79-8BE03AB7B2B2	jin		0	0	0	0	0	0	0	0	df+1,4~4	m,m	10,24	i20	-12	+10a (+1)		* balcony break
30F5A8FD-E2B0-42DF-ADAE-75383F9431FA	jin		0	0	0	0	0	0	0	0	d+3,4~4	l,m	7,24	i20	-12	+10a (+1)		"* balcony break
* wallsplat"
32BBB5DF-5EA9-4169-A349-3040A4A5FA2E	jin		0	0	0	0	0	0	0	0	d+3+4	m,m	5,15	i15	-19	+32a (+22)		low crush
32D6F679-A021-4264-8EAE-5B5327D99664	jin		0	0	0	0	0	0	0	0	3	h	19	i14	-7	+4		
3565D857-B591-47B5-8DA4-1904428C26AF	jin		0	0	0	0	0	0	0	0	b,f+2	m	15	i15~i16	-7	+4~+5		
38480E9C-1C28-4D57-BC61-6C021460AF85	jin		0	0	0	0	0	0	0	0	ws1,3~3,~df	m,m	10,20		+2~+3	+9c~+10		
38ED954F-C4BB-4242-90DA-AE061BE195CE	jin		0	0	0	0	0	0	0	0	uf+1+2	h	2,2,4,4,28 (40)	i12	+0	+0		"* floor break
* throw break: 1+2"
3AD4D64A-53A5-45E6-BC96-22A21F188253	jin		0	0	0	0	0	0	0	0	2,4	h,h	9,20	i24~27	-9	+11		"* balcony break
* combo from 1st hit
* can cancel into zen"
3C1ED406-EA75-46CB-9399-BBC76B510E2F	jin		0	0	0	0	0	1	0	0	cd df:1	m	22	i16~i17	-13~-12	+36a~+37a (+26~+27)		* tornado
3D90D16B-1EBC-4AC8-8E8A-F48A025E6BD9	jin		0	0	0	0	0	0	0	0	4~3	m	27	i24~34	-14~-4	+2a~+12a	+2a~+12a?	"* floor break
* alternate input:
** ws4~3
** cd.df+4,3+4
low crush 12~"
3FA16E51-48AE-4D41-B3DE-654545E567E1	jin		0	0	0	0	0	0	0	0	d+3	l	7	i15	-14	-3		
3FAAD523-D60A-43CD-BE1F-28C190D7CB3F	jin		0	0	0	0	0	0	0	0	f+4	m	21	i16-17	-8	+4	+42	
401AEF9E-DAFB-4653-9558-D9E28E7B3543	jin		0	0	0	0	0	0	0	0	1,3,4	h,l,l	5,9,17	i23	-13	+3	+28a	combo from 2nd ch
42C76ADD-F27B-4540-884E-75D6CDA64EDC	jin		0	0	0	0	0	0	0	0	ws4	m	13	i11~12	-3~-2	+8~+9		
43097A10-12B7-43AE-A6D4-6B56FFA85EF8	jin		0	0	0	0	0	0	0	0	f,f+3	m	20	i23~i25	-4~-2	+24a~+26a		* floor break
44E6312A-032F-4592-ABEA-51E150D6943B	jin		0	0	0	0	0	0	0	0	b+3,f	m	17,17	i15~i16	-2	+9		
4F25F83C-F396-431D-A487-33AC56A3B5C9	jin		0	0	0	0	0	0	0	0	df+3	m	16	i12	-8	+3		
53C503AB-4005-4B54-8E53-0454155AE50D	jin		0	0	0	0	0	0	0	0	d+4	l	11	i16	-12	-1		high crush
54B84D71-62A1-4DB6-8D1D-FFF3A5404CDD	jin		0	0	0	0	0	0	0	0	db+2,2,3	m,h,m	12,11,21	i35~i36	-9~-8	+20a~+21a		
55BED7D8-617D-4ABD-96B4-24C1ABCA03C7	jin		0	0	0	0	0	0	0	0	uf,n+4	m	20	i23~i25	-13~-11	+32a~+34a (+22a~+24a)		
57793BBC-217D-4E55-B1C5-8D354A3A8D83	jin		0	0	0	0	0	0	0	0	1	h	5	i10	+1	+8		
5E2EE888-0B8F-4DCF-8F88-F59CED9A2C4F	jin		0	0	0	0	0	0	0	1	h db+1+2,4,4	m,l,m	0,10,19	i25~26	-23	+20d (-15)	+20d (-15)	* floor break
60842147-DB8C-430F-AD61-CA69A76CB083	jin		0	0	0	0	0	0	0	0	ws1,2	m,m	10,16	i19~20	-8~-7	+3~+4		"* transition to -9 (ob) +2 (oh) zen with f
* floor break"
6165F98F-26C9-435D-B23E-164A334833A7	jin		0	0	0	0	0	0	0	0	ws1,3,2	m,h,m	10,8,4	i18	-11	-6		
64461CBF-1B3A-4193-AE1C-0F97D5966948	jin		0	0	0	0	0	0	0	0	b+3+4							"* steps backward
* can transition to dash with input f
* can transition to breaking step with input df"
6630E194-9575-40B0-86F7-9EFE8C11D07D	jin		0	0	0	0	0	0	0	0	f,f+4	m	28	i17~i18	-7~-6	+22a (+12)		
666C0276-E434-4092-83FD-35384D483159	jin		0	0	0	0	0	1	0	0	d+3,4,3	l,h,m	7,10,21	i24	-12	+31(+23)		"*
tornado
* balcony break
* wallsplat"
6A0F070D-2FFF-4C5E-862B-DAB77D1A92A6	jin		0	0	0	0	0	0	0	0	fc df+4	l	20	i25~i26	-26	+22a~+23a		
6A13ED1B-7D61-43E6-AEA2-C55C8F959B31	jin		0	0	0	0	0	0	0	0	uf+4	m	13	i15	-13	+33a (+23a)		
6E4F998B-9F45-4AA9-9E55-CA4CA8755EA6	jin		0	0	0	0	0	0	0	0	2,1,4	h,m,m	9,9,18	i18~20	-9	+4	+27a	"* combo from 2nd ch
* can be delayed
* combo can be delayed 9f from ch"
713CFE87-07CD-4292-8BB5-5810E0F7EF40	jin		0	0	0	0	0	0	0	0	f+3	m	12	i14	-16	-5		
760973F7-80B0-4615-9FBE-AFB871337D11	jin		0	0	0	0	0	0	0	0	right throw	h	40		-3	+0		throw break: 2
7681D138-635B-4797-A96E-1983C5B9B7B3	jin		0	0	0	0	0	0	0	0	qcb+1+3	h	40	i12	-2	0		throw break: 1
768D57B4-D184-403C-863D-D314DE1A0D07	jin		0	0	0	0	0	0	0	0	ws1	m	10	i13~i14	-6~-5	+5~+6		
76F171FB-E565-4404-80C4-98AF6F16B75F	jin		0	0	0	0	0	0	0	0	ws4,4	m,h	13,15	i19~20	-7~-6	+4~+5		
77A6AB67-A5B6-4C93-8390-B43F38ABD5CF	jin		1	0	0	0	1	0	0	0	zen 2	h	27	i21~i22	-5~-4	+17a~+18a (+8~+9)/he		"* homing
* heat engager
parry state ?~"
7D54EAC7-36E1-445F-9103-86C8141CF346	jin		0	0	0	0	0	0	0	0	db+2	m	12	i16	-10	+4	+4	
8184FCC3-F484-4536-A94D-1D13644C4EE3	jin		0	0	0	0	1	0	0	0	zen 3	m	20	i17~i18	-9~-8	+10~+11		"* homing
* balcony break"
8282A073-55C2-42C5-810B-E829D0C9FD3D	jin		0	0	0	0	0	0	0	0	zen 1,2	m,m	14,21	i16	-14~-13	+32a~+33a (+6~+7)		
83C0D9A6-6C96-488C-A1AD-37C792E92413	jin		0	0	0	0	0	0	0	0	1,3	h,l	5,9	i16~17	-12	-1		combo from 1st hit
84A6718C-A42A-463A-8D6C-9F5D989C1DB9	jin		0	0	0	0	0	0	0	0	f+4,f	m	21		-1	+11	+49	
873A5166-7FF7-4042-B122-4CF9E0E85348	jin		0	0	0	0	0	0	0	0	zen 1	m	14	i16~i17	-3~-2	+8~+9		
87FCEC7C-46A1-4671-9F30-A7F64DA3FCC5	jin		0	0	0	0	0	0	0	0	1,2,3	h,h,m	5,12,20	i24~26	+0	+31d		"* floor break
* interruptible by i10 from 2nd on block"
8FA9D6B4-4CE4-4252-9448-F9623E10087B	jin		0	0	0	0	0	0	0	0	1,2,4	h,h,h	5,12,26	i20-22	-4	+23a (+14)		* balcony break
8FD1FA42-8FDE-4FA2-8221-C4F300344E3F	jin		0	0	0	0	0	0	0	0	2	h	9	i10	+0	+9		
91E5214A-ECB7-4D28-8F96-0CC5791420D5	jin		0	0	0	0	0	0	0	0	ws1,3,2,1,4,2	m,h,m,m,l,m	10,8,4,3,5,15	i31	-16	-8		* floor break
95618E0B-F115-4158-BCF4-C4E89B9D756F	jin		0	0	0	0	0	0	0	0	db+2,2	m,h	12,11	i8	-12	+7	+43a	jails
97EA724B-03E3-4AAF-ACCB-9E7DF6397E58	jin		0	0	0	0	1	0	0	0	ws3	m	20	i16~18	-9~-11	+10-~+12	+22a	* homing
9C4C069A-B11B-46D2-95D0-DAF7FFEC1411	jin		0	1	0	0	0	0	0	1	h 2+3,b	m,h,m,th	15,12,15,15		+3	n/a	n/a	"* heat smash
* only possible on block"
9D3F3023-73CA-4E94-883F-FFC6E4A8A921	jin		0	0	0	0	0	1	0	0	zen u+1	m	20	i14~i16	-16~-14	+31a~+29a (+21~+19)		"*
tornado"
9D7B16F3-8F53-4973-938E-CE7BDA87A846	jin		0	0	0	0	0	0	0	0	ws1,3,2,1	m,h,m,m	10,8,4,3	i10	-11	+3		
9F219821-5129-4ADF-93AE-2B9FF413BAB9	jin		0	0	0	0	0	0	0	1	h db+1+2,3	m,m	0,25	i26~28	+2	+22a	+22a	*10 recoverable damage on block
9FFE9C5F-749B-4A7E-B37D-C94475F4D49D	jin		0	0	0	0	0	1	0	0	b+1,2	h,h	11,20	i12	-10	+32a (+17)		* tornado
A269D231-6E2D-47C6-9987-6F6FA8BD0AF0	jin		0	0	0	0	0	0	0	0	db+2,3	m,m	12,23	i27~i29	-8~-6	+7a~+9a		* floor break
A26A6172-AF5F-45ED-AB33-2016876C2E0E	jin		0	0	0	0	0	0	0	0	2,4,f	h,h	9,20	i24~27	-6	+14		
A6CFC2F1-F288-4BD6-8B8F-E67C0612BBAC	jin		0	0	0	0	0	0	0	0	2,1,4~4	h,m,l	9,9,20	i20~21	-31	+16d		interruptable by i16 after 2nd on block
AA3B44E3-FC5C-467A-8D37-A7391083931C	jin		0	0	0	0	0	0	0	0	b,f+2,3~f	m,m	15,17,17		+2	+17	+71a	
ACA68E29-4765-4825-9F85-D28DAC996871	jin		0	0	0	0	0	0	0	0	r df+1+2	m,th,th	10,10,35					* erases opponent&#x27;s recoverable health on hit
ACDBF14A-571A-4F7B-AC1F-EE6CEB947BFE	jin		0	0	0	0	0	0	0	0	db+1+2	m	0	19	-11	+17		"* balcony break
* wallsplat"
ADD0F666-124B-4BDD-BBE3-2FB4B2CC04D5	jin		0	0	0	0	0	0	0	0	zen 3+4	h		i21~i27	+9~+15	+19~ (+9~)		"* wall crush  +15g~+21g on block


*
balcony break"
AE43446E-7354-4D94-9216-D31C4632A116	jin		0	0	0	0	0	0	0	0	zen 3+4~df	h		i21~i27				
AE8F52B7-BD0B-4789-9FA6-48964F8EF391	jin		0	0	0	0	0	0	0	0	df+3~3	m	20	i23~i24	+6c~+7c	+13c~+14c		* floor break
AF2774E1-5444-4C93-9233-74CF86A0FAF6	jin		0	0	0	0	0	0	0	0	b+2,1	m,m	12,10	i15	-9	+2		
AFEC14A4-2C3D-4B3D-95F1-94054A8206F7	jin		1	0	0	0	0	0	0	0	1+2	m,m,h	4,4,16	i13 (,i8, i12)	-14	+12a (+3)/he		"* balcony break
* heat engager"
B174FB0E-D713-47E6-8CAF-4E54F2952D50	jin		0	0	0	0	0	0	0	0	b+1+3-b+2+4							startup 1f-2f, parry 3f-9f, recovery 10f-31f.
B27952A0-F4CA-475E-92E0-61F0042892A3	jin		0	0	1	0	0	0	0	0	d+1	m, th	21,10	i21	-13	+0		"* absorb an attack to power up, which adds 8 chip damage when guarded
* balcony break
power crush 8~"
B3314F5D-5209-4F02-96BE-32FAD0EF8B5C	jin		0	0	0	0	0	0	0	0	1+3		11,24 (35)	i12~i14	+0	+2		throw break: 1 or 2; lt when broken
B50C92A7-95F0-4856-B0B5-1BB5E34F4AEA	jin		0	0	0	0	0	0	0	0	zen 4	m	24	i27~i33	+2~+8	+17d~+23d		
B80938AD-3F6A-4BFE-94E2-28B5B4959D29	jin		0	0	0	0	0	0	0	0	df+2+3	h	4,5,5,26 (40)	i12	-2	-4		"* throw break: 2
* alternate input: zen 2+3"
B92B0BC8-C40E-4B7B-BA54-BE8547032683	jin		0	0	0	0	0	0	0	0	b+3+4							*high crush evasion, can perform all attacks from zen stance; f to shift to wr, df to shift to cd
C2DFD5CF-1514-4A22-84E0-705A0F303816	jin		0	0	0	0	0	1	0	0	cd df+1	m	20	i16~i17	-13~-12	+32a~+33a (+22~+23)		* tornado
C814FC42-3CED-4037-AC1F-E8200F87B737	jin		0	0	0	0	0	0	0	0	df+2	m	12	i16	-9	+6		* balcony break
C8540A1E-8EF0-4DBF-823A-3EBFDC106616	jin		0	0	0	0	0	0	0	0	1,2	h,h	5,12	i10	-3	+6		"jails
combo from 1st hit"
D31100FA-084C-4262-B010-2DC045294C60	jin		0	0	0	0	0	0	0	0	cd df+4	l	12	i20~i21	-31~-30	+8~+9		
D353A062-5032-4498-967C-F82F810106E0	jin		1	0	0	0	0	0	0	0	f+3,1	m,m	12,17	i22	-12	+4		heat engager
D55EF515-3FF6-43DF-BB16-F01C675923A5	jin		0	0	0	0	0	0	0	0	f+3,3	m,h	12,14	i20	-8	+8		*b to shift to special back step (no stance / unique moves)
D738C291-98D2-46BA-B7A4-385CFBAB5769	jin		0	0	0	0	0	0	0	0	b,f+2,1	m,h	15,14	i15~i16	-5	+6	+5/+9	
D902BD7C-5885-4A85-801A-8CB71DED6A97	jin		0	0	0	0	0	0	0	0	b,f+2,1,2	m,h,m	15,14,20	i15	-5	+18a (+9)	+50a roll (+3)	
DADE61AC-CBF0-4FA3-9F36-2EF372388783	jin		0	0	0	0	0	0	0	0	ws1,3,2,1,4	m,h,m,m,l	10,8,4,3,5	i20	-31	+8		
DBABD45D-8239-4D9F-B212-0D2D91E4F6F5	jin		0	0	0	0	0	0	0	0	b+1	h	11	i12	-9	+2		
DBCFE8CA-179C-4931-AACA-F1E3A1F34D80	jin		0	0	0	0	0	0	0	0	cd df+4,2	l,m	1228	i31~i32	-16~-15	+21a~+22a		* floor break
DC44869D-FD9D-4D03-B73C-73EAAEF56CCE	jin		0	0	0	0	0	0	0	0	ws1,3	m,h	10,8	i14	-6	+4		jails
DD2C9696-ED4C-4FC9-B160-A52ED0BF6737	jin		0	0	0	0	0	0	0	0	3,1,4	h,h,l	19,7,18	i18	-13	+3	+28d	"* combo from 2nd ch
* can be delayed
* combo can be delayed 9f from ch"
E562677A-3AB6-407C-8227-18DA0EF19616	jin		0	0	0	0	0	0	0	0	b+2	m	12	i15	-11	+0		
E6C0CB31-B329-4C4A-9EFD-F8FAD5A76014	jin		0	0	0	0	0	0	0	0	db+4	l	18	i20	-13	+3	+13	
E8430E70-0C4D-4E76-B030-A42E0F49F862	jin		0	0	0	0	0	0	0	0	back throw	h	50			+1		throw break: none
E8C98146-FD6B-41DB-864F-DE72246784F7	jin		0	0	0	0	0	0	0	0	left throw	h	7,8,28 (43)		-3	+0		throw break: 1
E8DC0F05-58CE-4109-8A59-4BDD10444AE3	jin		0	1	0	0	0	0	0	1	h 2+3	m,h,m,th	15,12,15,15	i15~16	+3	+0	+0	"* heat smash
* transitions to breaking step on block"
E909BEB5-6BD2-479C-A5B8-CEF2325E558A	jin		0	0	1	0	0	0	1	0	2+3	m	12	16	+1	+2c	+2c	"* heat burst
* press b,b to cancel attack
power crush ?"
E937A1BB-53A4-47D2-91DF-F219C0F89DF5	jin		0	0	0	0	0	0	0	0	b+3,2	m,m	17,20	i15~i16	-9~-8	+9~+10		* wall crush  +21g on hit
E9D80B8E-5C17-4ED6-B0B3-8452C75A5DDF	jin		0	0	1	0	0	0	0	1	h db+1+2	m	0	i19~34	+4	+23c	+23c	"* balcony break
* partially uses remaining heat time
* transitions to awakened breaking step on hit or block
* causes strong aerial tailspin
* causes wallsplat on hit
power crush"
EA0F271C-AA68-4254-B99C-EFBB2CDA05F4	jin		0	0	0	0	0	0	0	1	h db+1+2,2	m,s	0,23	i11~12	+4	+38a (28)	+38a (28)	*9 recoverable damage on block
EAB091A0-1C10-4810-916D-00782C342CE4	jin		0	0	0	0	0	1	0	0	d+2	l	22	i22	-14	+4	+71a (+55)	"*
tornado on ch
high crush"
EB46AB71-5BBF-434D-AAEF-707DAC160803	jin		1	0	0	0	0	0	0	0	df+4	m	22	i20~i21	+0~+1	+8c~+9c/he		"* floor break
* heat engager"
EB77C514-7EBE-4871-BB2C-91DF2242CECB	jin		0	0	0	0	0	0	0	0	b,f+2,3	m,m	15,17	i15	-9	+6	+59a	
EE760DFB-0A46-4095-9110-914FDD5B6478	jin		0	0	0	0	0	0	0	0	3,1,f	h,h	19,7		+4	+12		
EF3CB7FA-787B-4C8D-8D5B-F456FF5F0B03	jin		0	0	0	0	0	0	0	0	ws1,3~3	m,m	10,20	i23~i24	+6~+7	+13c~+14c		
F1D1CE28-8145-44BB-80AB-181A68CC547F	jin		0	0	0	0	0	0	0	1	h db+1+2,4	m,l	0,10	i16	-23	+22a	+22a	*4 recoverable damage on block
F3C9C58D-5215-4233-A0F0-FA224EB954F3	jin		0	0	0	0	0	0	0	0	b+1+2	m		i23	-12	+6		"sabaki parry: absorbs punches, causing +34ad (+26) knd on hit
parry state"
F530B163-7961-497D-A411-18C9E4618EA8	jin		0	0	0	0	0	0	0	0	f,f,f+3	m	30	i22~i23	+6~+7	+13a~+14a (+3~+4)		* alternate input: wr.3 or f,n,d,df,uf+3
F85F0E63-9510-411B-87B8-5861038A2A1A	jin		0	0	0	0	0	0	0	0	d+3,4	l,h	7,10	i20	-11	-3		
F86C0103-E4E5-4881-BC52-F12207901B92	jin		0	0	0	0	0	0	0	0	ub+1+2,b,b	m!	50					
F877CEDB-6141-4AB6-BAE8-043DC705DE86	jin		0	0	0	0	0	0	0	0	df+2~df	m	12		-2	+13		
F9C598CA-D120-4F9B-BC49-CE26E5DD1391	jin		0	0	0	0	0	0	0	0	2,1	h,m	9,9	i16~17	-3	+6		
F9F59136-1806-4622-AF09-914F4F982D35	jin		0	0	0	0	0	0	0	0	f+3,3,f	m,h	12,14		-7	+9		
FA21AE3C-3D39-4711-9490-9C7615F58F0E	jin		0	0	0	0	1	0	0	0	4	h	15	i13~14	-9	+10	+13c	"* homing
* balcony break"
FCF47E18-7B27-49D6-9D40-8B477A52267D	jin		0	0	0	0	0	0	0	0	ub+1+2	m!	50	i75~i76		+9a (0)		unblockable
FF52783E-C82D-4F2D-8FAF-8E53172F080E	jin		0	0	0	0	0	0	0	0	db+3	h	28	i19~i21	-10~-8	+17a~+19a		high crush
00DC53EA-DA88-49C4-80FB-C771553C9D3E	jun		0	0	0	0	0	0	0	0	1,2,u	h,h	5,8		+1	+10g		
00E690E6-9351-4CAA-A3E2-0EFA3AB8BE84	jun		0	0	0	0	1	0	0	0	f,f+3	m	23	i18~19	-9~-8	+2~+3		homing
00FD9BFA-A55E-4BF1-9E90-10CF6F2FCCB3	jun		0	0	0	0	0	1	0	0	ss 2	m	27	i16	-9	+14a (+5)	+34d (+26)	"* balcony break
* tornado"
02F5327F-5160-4D11-8A8F-AE449D178AF0	jun		0	0	0	0	0	0	0	0	f+1	m	15	i20	0	+9	+5	
0473AEE1-9F7B-466F-95CF-F60C33BA1BAD	jun		0	0	0	0	0	0	0	0	2,1,4,3	h,m,m,h	7,9,12,21	,i25	-9	+13a (+4)		"* balcony break
* combo from 3rd ch with 5f delay
* input can be delayed 10f"
0687E380-BF1A-41E5-A580-DC4CDB52671C	jun		0	0	0	0	0	0	0	0	1,2	h,h	5,8	,i16	-3	+6		* jail from 1st attack
06A48034-D341-40FB-9169-D61CFCEDF7C8	jun		0	0	0	0	0	0	0	0	h ss 4,f	m	20	i18~20	+5~+7	+67a (+50)		
088C2206-3FE2-4075-B2D7-DF1BB9106EE6	jun		0	0	0	0	0	0	0	0	b+2,1~f	m,h	10,7		+0~+1	+11g~+12g		"* cancel to r18 fc with d
* parries low punches or kicks
* parries throws
parry state 1~40"
08D8CED4-C971-4F88-8195-F5EB45BF8E46	jun		0	0	0	0	0	0	0	0	1+4,2,4	sl,h,h,m	5,8,10,23	,i24	-15	+11a (+2)		combo from 3rd ch
0992350A-C4D0-4FA3-81E3-AACC89A52AD4	jun		0	0	0	0	0	0	0	0	f,f+2,3	m,h	16,22	,i20~21	-8~-7	+29a (+14)		combo from 1st hit with 8f delay
09EABFCE-034B-4291-AC90-DC660A317A0B	jun		0	0	0	0	0	0	0	0	1+3	t	35	i12~14	+0	+0d		* throw break 1 or 2
0A6EE22C-74D2-4D14-981C-5B735A6995BE	jun		0	0	0	0	0	0	0	0	uf+3+4	m,m	5,21	i20~23 i26~30	-8~-4	+18a		"* spike
* alternate inputs: ub+3+4, u+3+4
low crush 9~30"
0B3853EE-864A-4C18-BC46-6186A43C3C38	jun		0	0	1	0	0	0	0	0	gen 2	m,t	16,32	i16~17	-13~-12	+0d		"* transitions to attack throw on front hit only, otherwise knockdown
* deals recoverable self-damage when not in heat
* frame advantage is -9 if an attack is absorbed
* chip damage on block if an attack is absorbed
power crush 8~"
104F622C-38B8-457D-8F0F-869DDE9B0762	jun		0	0	0	0	0	0	0	1	h f+1+2,p	h	0	i12		+40g		"* sabaki, parries mid or high punches or kicks
parry state 5~"
10F7A859-F366-4A37-9E86-58B650514EC8	jun		0	0	0	0	0	0	0	0	f,f+2	m	16	i16~17	-12~-11	+3~+4		
14C13E40-4375-4C58-A543-0C895CF9FD9A	jun		0	0	0	0	0	0	0	0	ws1,1~b	h,h	14,7		+0~+1	+11g~+12g		"* restores recoverable health with each pulse
* transition to r30 with u_d
* cancel to r15 with db"
16E626E5-EB3A-4F08-9AE8-7330E35CF95F	jun		0	0	0	0	0	0	0	0	3	m	20	,i14~15	-13~-12	+18a (+1)		balcony break
1AF80E4B-24B5-45C2-9361-2FEEC824CEAC	jun		0	0	0	0	0	0	0	0	df+1	m	10	i13~14	-3~-2	+8~+9		
1CF72EF5-7CDF-4F85-AA91-DE03516EE6A7	jun		0	0	1	0	0	0	0	0	df+1+2	m	55+	i20	-15	+0d		"* rage art
* removes opponent recoverable health on hit
power crush 8~"
1E39E131-15BE-46C0-AA7D-98E71B786F0E	jun		0	0	0	0	0	0	0	0	ws1,1,1	h,h,m	14,7,20	,i25	-13	+13a (+4)		"* balcony break
* combo from 2nd ch with 4f delay
* input can be delayed 14f"
1F66717E-65C0-4761-84CE-608668BA952C	jun		0	0	0	0	0	0	0	0	ws3	m	16	i14~15	-13~-12	+25a (+5)		low crush 17~33 fs34~36
1FD09441-9610-4AEA-8FC1-81B91E8BAF20	jun		0	0	0	0	0	0	0	0	db+4,4	l,l	14,15	,i31~33	-7~-5	+4~+6	+35a	"* combo from 1st ch
* transition to r22 fc with d
,high crush 1~49"
204253D0-CD5F-494E-B877-128C081E49FC	jun		0	0	0	0	0	0	0	0	fc df+1	sl,m	6,30	i10 i25~26	-19~-18	+26a (+11)		"* deals recoverable self-damage when not in heat
* 2nd hit available only on hit or block
* recovery listed is for the 1st hit
high crush 1~"
2129575B-64B5-468E-9466-BCBFDD8B9E82	jun		0	0	0	0	0	0	0	0	(back to wall) b,b,ub	m	21	i39~41	+4c~+6c	+22		fs5~13 low crush 14~33 fs34~36
21576465-062C-4EEE-918A-1B84F211AB6D	jun		0	0	0	0	0	0	0	0	mia f							"* cancel to r18 fc with d
* parries low punches or kicks
* parries throws
parry state 1~40"
21DB794C-7A64-4300-BC0D-FCA321488C76	jun		0	0	0	0	0	0	0	0	db+4,1+4	l,sl,h	14,5,8	,i22 i17	-3	-3	+4	"* combo from 1st hit
* links to 1+4 extensions
* alternate inputs:
** db+4,4,1+2
** db+4,4,4,1+2
* ch advantage listed is for the last hit"
22A8684D-EE28-4AC2-B859-2FDA41498DD8	jun		0	0	0	0	0	0	0	0	b+4	m	14	i13~14	-7~-8	+5~+6		knee
25A687B9-B1D1-48A9-8DEE-0920576387D9	jun		0	0	0	0	1	0	0	0	u+2	h	17	i23~24	+6~+7	+11~+12	+20c~+21c	"* homing
* alternate input: ub+2"
273259C5-9DE3-40A4-9981-576756EDA49C	jun		0	0	0	0	0	0	0	0	fc df+2	l	12	i16~17	-11~-10	+0~+1	+18~+19	high crush 1~
278B6216-A1F8-4B12-9FA2-ABA655745907	jun		0	0	0	0	0	0	0	0	ws2,1	m,m	12,20	,i22~23	-12~-11	+19a (10)		"* balcony break
* combo from 1st hit"
27D62312-D20D-4776-B2B1-980C2CA45FCF	jun		0	0	0	0	0	0	0	0	ws1+2	m	20	i21	-2	+5	+17 +63a	"* elbow
* can recover in r18 fc with d"
